status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
5281959998_10150893485074999,The space lander disappeared in 2014 after a rough landing on the surface of a comet.,No Longer Missing: Rosetta’s Philae Spacecraft Located on Comet,link,http://nyti.ms/2c77zTm,2016-09-05 12:57:18,669,28,95
5281959998_10150893307284999,"""If they don't have a church in their village, why can’t they go to another village and pray?"" a Muslim cleric asked.",Egypt’s Christians Say They Are at a ‘Breaking Point’,link,http://nyti.ms/2ct4z1N,2016-09-05 12:25:06,447,168,270
5281959998_10150893416599999,"""I think he cares about some real, legitimate issues that have to be talked about,” Barack Obama said of Colin Kaepernick.",Obama Says Colin Kaepernick Is ‘Exercising His Constitutional Right’,link,http://nyti.ms/2ctxCSM,2016-09-05 11:55:01,14036,611,693
5281959998_10150893411809999,"Donald J. Trump, stop right there. No one manufactured your bigotry; you manifested it, writes Charles M. Blow in The New York Times Opinion Section.",Donald Trump Does Detroit,link,http://nyti.ms/2ctwluV,2016-09-05 11:26:01,3971,397,880
5281959998_10150893331959999,The candidacy of Donald J. Trump offers a unique opportunity the party would be foolish to miss. Read on in The New York Times Opinion Section.,"Take Back the House, Democrats. Please.",link,http://nyti.ms/2c6CYFy,2016-09-05 10:55:00,1439,94,170
5281959998_10150893337839999,"""We've got a lot of planes and a lot of helicopters and a lot of cars and a lot of guys, and if you're a host country, sometimes it may feel a little bit much,"" Barack Obama said.",Obama Plays Down Confrontation With China Over His Plane’s Stairs,link,http://nyti.ms/2c6EFTs,2016-09-05 10:25:00,2101,329,243
5281959998_10150893311849999,"""Coal rollers"" remove their emissions controls so their trucks spew black smoke. They sometimes target pedestrians, cyclists and hybrid cars.","‘Rolling Coal’ in Diesel Trucks, to Rebel and Provoke",link,http://nyti.ms/2c6wyG8,2016-09-05 09:55:00,689,830,852
5281959998_10150893261434999,Publishers say the Obamas could earn millions from book contracts.,Lucrative Book Deals Might Finance the Obamas’ Post-White House Life,link,http://nyti.ms/2csWfyV,2016-09-05 09:25:01,960,224,58
5281959998_10150893238579999,"""He's a racist, and she is a liar, so really what's the difference in choosing both or choosing neither?"" one young black woman said.","Young Blacks Voice Skepticism on Hillary Clinton, Worrying Democrats",link,http://nyti.ms/2c6eaNQ,2016-09-05 08:55:01,997,684,248
5281959998_10150890186349999,"Breakfast? ✓
Lunch? ✓
Dinner? ✓",Zucchini Pancakes Recipe,link,http://nyti.ms/2cu47Vb,2016-09-05 08:25:01,642,66,267
5281959998_10150893247519999,"The best ways to judge a candidate’s character are to look at what he or she has actually done, and what policies he or she is proposing. Read on in The New York Times Opinion Section.",Hillary Clinton Gets Gored,link,http://nyti.ms/2c6ifS1,2016-09-05 07:55:01,8635,627,2738
5281959998_10150892780399999,"Ageism in the workplace is toxic, and it hurts everyone. Read on in The New York Times Opinion Section.",You’re How Old? We’ll Be in Touch,link,http://nyti.ms/2c4elZT,2016-09-05 07:27:00,2615,177,1709
5281959998_10150889980549999,Attica reminds us of just how long the fight for criminal justice reform has raged. (via The New York Times Books),"Attica, Attica: The Story of the Legendary Prison Uprising",link,http://nyti.ms/2cc0oXI,2016-09-05 06:55:01,365,30,185
5281959998_10150892061929999,It may serve as a cautionary tale for those who believe that what you see is what you get in the sometimes dodgy world of home hunting.,Realtors and Ethics,link,http://nyti.ms/2bW5uGH,2016-09-05 05:25:02,222,53,70
5281959998_10150891117979999,"What you spend, save and give says a lot about who you are.",‘What if You Weren’t Afraid?’ and 4 More Money Questions From Readers,link,http://nyti.ms/2cw6Pt3,2016-09-05 04:25:02,616,23,140
5281959998_10150892789784999,"In most other political systems he would be a has-been. Yet in a France under terrorist threat, Nicolas Sarkozy may be the man of the moment.",Nicolas Sarkozy Mounts What He Hopes Is a Comeback in France,link,http://nyti.ms/2c4gJ2Y,2016-09-05 02:55:01,195,44,35
5281959998_10150892810629999,"Jeremy Corbyn, the leader of Britain’s Labour Party, is popular with left-wing party members but has alienated many others.","Labour Party Is Poised to Back Jeremy Corbyn Again, Even if Britain Isn’t",link,http://nyti.ms/2cqqlmR,2016-09-05 01:55:00,174,42,23
5281959998_10150892948854999,The Bryan twins have been called the greatest doubles of all time. They've just won a doubles match at the U.S. Open. We're with them now to talk about their success. Comment with your questions for them!,,video,https://www.facebook.com/nytimes/videos/10150892948854999/,2016-09-04 19:20:30,1240,163,105
5281959998_10150891382434999,"“Love, loss, the spectrum of human emotion — I’m trying to show that,” said a New York photographer who has spent weeks taking portraits at Coney Island.",Sunbathed Portraits at Coney Island,link,http://www.nytimes.com/2016/09/04/nyregion/the-coney-island-boardwalk-as-a-runway.html?smid=fb-nytimes&smtyp=cur,2016-09-04 18:55:01,571,14,87
5281959998_10150892798649999,"It wasn't only the title of the HBO special, ""I Kinda Like It When a Lotta People Die,"" that seemed in bad taste after 9/11.",A George Carlin Special Too Raw After Sept. 11 Resurfaces Now,link,http://nyti.ms/2c4gF30,2016-09-04 18:25:01,1933,157,536
5281959998_10150890130619999,"Made with fresh spinach, this dip could almost be described as classy.",Spinach Artichoke Dip Recipe,link,http://nyti.ms/2bYnYZf,2016-09-04 17:55:02,319,34,129
5281959998_10150892860109999,"We're touring the old Grandstand with Stuart Miller, a frequent Times sports contributor. He's telling us about renovations to the stadiums here at the U.S. Open. Comment with your questions.",,video,https://www.facebook.com/nytimes/videos/10150892860109999/,2016-09-04 16:05:25,674,86,72
5281959998_10150892742974999,"LGBT rights are playing a fascinating, pivotal role in 2016 elections. Read on in The New York Times Opinion Section.",The Big Gay Sway,link,http://nyti.ms/2cq4FHg,2016-09-04 15:25:00,467,51,83
5281959998_10150891001039999,Gooey chocolate frosting? Sold.,The Silver Palate's Chocolate Cake Recipe,link,http://nyti.ms/2c0jiSD,2016-09-04 14:55:00,350,17,139
5281959998_10150892612124999,"""There would never be a Dr Dre or an Ice Cube if it wasn't for Jerry getting their first deal.""","Jerry Heller, Music Manager Who Promoted N.W.A. and Gangsta Rap, Dies at 75",link,http://nyti.ms/2c3Dy6C,2016-09-04 14:25:01,655,76,140
5281959998_10150891085589999,Advice from couples who have been there.,6 Tips for (Gracefully) Handling Rain on Your Wedding Day,link,http://nyti.ms/2bIbIt5,2016-09-04 13:55:02,298,76,68
5281959998_10150892775049999,"It may not feel like it, but the world is richer than ever and will become still richer.","The Formula for a Richer World? Equality, Liberty, Justice",link,http://nyti.ms/2c4cGDQ,2016-09-04 13:25:02,1807,149,605
5281959998_10150892688579999,It got so bad that some stores now use locks and alarms on their coolers.,"Stolen, Sold and Savored: Ice Cream Is a Hot Commodity in Manhattan",link,http://nyti.ms/2cpM7XH,2016-09-04 12:55:01,1778,409,613
5281959998_10150892631419999,"""The story of Helen and Rob is a very ancient one and deep-seated in British culture, that of a violent man and an abused wife,"" said the the editor of BBC The Archers.",British Radio Show ‘The Archers’ Divides Fans With Domestic Abuse Story Line,link,http://nyti.ms/2c3Ep7B,2016-09-04 12:45:02,129,22,24
5281959998_10150892753514999,The US Open still features an old school drawing board with the names of every winner cut out by hand. We’re in the Drawing Board Production Room to see the process. Comment with your questions.,,video,https://www.facebook.com/nytimes/videos/10150892753514999/,2016-09-04 12:41:05,774,244,81
5281959998_10150892747039999,"""A president was impeached and had to resign over an attack on the DNC during a presidential election in 1972,"" Tim Kaine said. ""This is serious business.""",Tim Kaine Compares Donald Trump’s Comments on Russian Hacking to Watergate Scandal,link,http://nyti.ms/2cq8zQw,2016-09-04 12:26:21,1337,191,93
5281959998_10150892713349999,"If either candidate declares, ""The only poll that counts is the poll on Election Day,"" that politician is facing defeat.",Factors That Will Sway Presidential Election,link,http://nyti.ms/2c3ZBdI,2016-09-04 11:55:02,248,82,24
5281959998_10150892715064999,"Couldn't get to the U.S. Open this year? Don't worry, we're taking you on a behind the scenes tour. Follow along with us and comment with your questions about the US Open Tennis Championships.",,video,https://www.facebook.com/nytimes/videos/10150892715064999/,2016-09-04 11:30:43,1044,437,62
5281959998_10150892674389999,"They met at a record store. 16 years and a separate marriage later, they got married.","For the Rock Star, Love Has Finally Landed",link,http://nyti.ms/2cpRXIN,2016-09-04 11:25:02,1656,81,149
5281959998_10150892658344999,Syria is getting little attention on the campaign trail from either Donald J. Trump or Hillary Clinton.,U.S. Strategy on Syria Is a Non-Issue in Washington and on Campaign Trail,link,http://nyti.ms/2cpOSZ8,2016-09-04 10:55:02,190,75,67
5281959998_10150891848499999,"The Dutch baby: When a light, crispy popover meets a tender, sweet pancake.

Full recipe: http://nyti.ms/2bWcbLS",Dutch Baby,video,https://www.facebook.com/nytimes/videos/10150891848499999/,2016-09-04 10:25:00,8821,1208,6490
5281959998_10150892579409999,"Eli Russell Linnetz is in the middle of a ""one-year residency with Kanye.""",Meet the 24-Year-Old Director Bringing Kanye West’s Visions to Life,link,http://nyti.ms/2cpsU8M,2016-09-04 09:55:26,349,47,32
5281959998_10150892606694999,"""It was a feast of tennis, almost too much to take in at once, and it was the perfect thing,"" Sarah Lyall writes.",Tennis as Far as the Eye Can See,link,http://nyti.ms/2c3Br2M,2016-09-04 08:55:02,221,11,18
5281959998_10150892139134999,"His job is to tell the story of September 11th and Flight 93, again and again and again. The emotions are never far away.","A Ranger, a Field of Wildflowers and the Retelling of Flight 93",link,http://nyti.ms/2bYBbPQ,2016-09-04 08:55:01,464,20,134
5281959998_10150892597034999,His job is to tell the story of how passengers and crew members fought back against hijackers on 9/11.,"A Ranger, a Field of Wildflowers and the Retelling of Flight 93",link,http://nyti.ms/2bYBbPQ,2016-09-04 08:25:01,887,31,205
5281959998_10150890142789999,It's the taste of summer itself.,Peach and Blueberry Cobbler With Hazelnut Biscuits Recipe,link,http://nyti.ms/2bNhWK3,2016-09-04 07:55:01,401,26,109
5281959998_10150892089539999,"""One puzzle of the world is that religions often don’t resemble their founders,"" writes Nicholas Kristof. Read on in The New York Times Opinion Section.",What Religion Would Jesus Belong To?,link,http://nyti.ms/2bMo9Kx,2016-09-04 06:55:00,2996,465,1303
5281959998_10150891010779999,Artificial waves are bringing surfing to the landlocked masses.,"Surf’s Up, and the Ocean Is Nowhere in Sight",link,http://nyti.ms/2bIpQbK,2016-09-04 05:55:01,396,21,78
5281959998_10150892068444999,A visitor’s eyes never quite adjust to Malta.,"Malta’s Walls Are Covered in Murals, and Street Art Is Covered in Schools",link,http://nyti.ms/2bU5Tcu,2016-09-04 04:25:01,848,111,156
5281959998_10150892333509999,"Breaking News: Mother Teresa, who helped the “poorest of the poor,” was canonized by the pope and is now a saint.",Mother Teresa Is Made a Saint by Pope Francis,link,http://nyti.ms/2caWJw4,2016-09-04 03:55:01,27767,786,3805
5281959998_10150892053909999,Arab Muslims are currently 1.5% of Israel's police force. Israel wants to change that.,"Israeli Police Recruiting Arabs to Join the Force, Not Resist It",link,http://nyti.ms/2coIvYU,2016-09-04 02:25:00,642,75,81
5281959998_10150891912259999,He had an economist's dream job at Harvard. But Silicon Valley paid more.,"Goodbye, Ivory Tower. Hello, Silicon Valley Candy Store.",link,http://nyti.ms/2cn460X,2016-09-04 00:25:00,1007,82,177
5281959998_10150892079444999,"If there was ever a presidential election perfect for a Cher moment, this is it.",Cher’s Latest Road Show? The Campaign Trail,link,http://nyti.ms/2bKukbO,2016-09-03 22:55:00,585,103,66
5281959998_10150892133714999,A robot is now greeting tourists at a mall in Japan.,,video,https://www.facebook.com/nytimes/videos/10150892133714999/,2016-09-03 21:55:00,3385,874,2113
5281959998_10150891853829999,Tim Kaine took a break from law school to work with missionaries in Honduras. It ended up helping set him on his political career.,"In Honduras, a Spiritual and Political Awakening for Tim Kaine",link,http://nyti.ms/2c2oci4,2016-09-03 20:55:01,1649,87,229
5281959998_10150891918309999,"What Donald J. Trump is talking about when he refers to ""sanctuary cities.""",What Are Sanctuary Cities?,link,http://nyti.ms/2cohLYi,2016-09-03 19:25:00,336,107,148
5281959998_10150890170354999,3 little words: ice cream cake.,Peach-Raspberry Ice-Cream Cake Recipe,link,http://nyti.ms/2ciAPXZ,2016-09-03 17:55:00,1058,78,232
5281959998_10150892154974999,"Venezuela's president, Nicolás Maduro, was chased by a crowd of angry protestors banging on pots and yelling that they were hungry.",Venezuelan President Is Chased by Angry Protesters,link,http://nyti.ms/2coZQ3T,2016-09-03 17:25:00,5642,422,2522
5281959998_10150892033674999,"With 2 months until Election Day, here's what Hillary Clinton and Donald J. Trump need to do if they want to move into the White House.

Read on in The New York Times Opinion Section.",The Candidates’ Final-Stretch Playbook,link,http://nyti.ms/2ciwssH,2016-09-03 16:55:01,103,46,14
5281959998_10150891899379999,Mother Teresa will be canonized as a saint on Sunday. What do you know about her?,What Do You Know About Mother Teresa and Other Saints?,link,http://nyti.ms/2bTvqT8,2016-09-03 16:25:00,658,233,200
5281959998_10150892118174999,"""Now you explode the world. Yes, you have to. You say something like: “Mrs. Booker. I have terrible, terrible news. Ernest died today.' ”

An emergency room doctor fully explains in The New York Times Opinion Section.",How to Tell a Mother Her Child Is Dead,link,http://nyti.ms/2coSUng,2016-09-03 15:54:42,6868,433,2868
5281959998_10150892101144999,Donald J. Trump took an uncharacteristic step: He visited a black church for the first time and tried to blend in.,"Seeking Support and Invoking God, Donald Trump Visits a Black Church for the First Time",link,http://nyti.ms/2c1X43t,2016-09-03 15:26:03,815,1096,256
5281959998_10150891891414999,Wilson Tennis cranks out 100 million balls a year. The process of making them is a complex one.,Photos: How Tennis Balls Get Made,link,http://nyti.ms/2bKeC0i,2016-09-03 14:55:00,1142,215,509
5281959998_10150891948364999,"""The next EpiPen crisis is no doubt in the making."" Read more from The New York Times Opinion Section.","The Lesson of EpiPens: Why Drug Prices Spike, Again and Again",link,http://nyti.ms/2bIuzsI,2016-09-03 14:25:00,246,70,152
5281959998_10150892001534999,"The reception that President Obama and his staff got when they arrived was bruising, even by Chinese standards.",Heated Words and Awkward Surprises After Air Force One Lands in China,link,http://nyti.ms/2c38K83,2016-09-03 14:05:44,3353,708,1218
5281959998_10150891863869999,Our top 10 comments of the week.,‘Don’t Try to Use It or You Will Be Called Un-American’,link,http://nyti.ms/2bTyLTA,2016-09-03 13:25:01,7013,173,992
5281959998_10150892001044999,"Hillary Clinton has been criticized for not holding a news conference for months. But she has fielded hundreds of questions from the wealthy in places like the Hamptons, Martha’s Vineyard and Beverly Hills.",Where Has Hillary Clinton Been? Ask the Ultrarich,link,http://nyti.ms/2cnlbrt,2016-09-03 12:55:22,1422,597,623
5281959998_10150891945709999,"Colin Kaepernick's protest has led to another fraught question: Is ""The Star-Spangled Banner"" itself racist?",Is the National Anthem Racist? Beyond the Debate Over Colin Kaepernick.,link,http://nyti.ms/2bK9dq9,2016-09-03 12:25:01,1455,674,299
5281959998_10150891376164999,"The view from a hoist at 3 World Trade Center on Wednesday. 

Pictures of the Week: http://nyti.ms/2bLpcaE

Photo: George Etheredge/The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150891376164999/?type=3,2016-09-03 11:55:00,2787,34,126
5281959998_10150891865489999,"Because summer's ending, and you deserve this.","2 TV Shows, 4 Books and 7 Viral Videos for Your Long Weekend",link,http://nyti.ms/2c2NXBe,2016-09-03 11:25:00,365,18,64
5281959998_10150891859949999,Antibacterial soap will soon disappear from store shelves in the U.S.,"F.D.A. Bans Sale of Many Antibacterial Soaps, Saying Risks Outweigh Benefits",link,http://nyti.ms/2c2LsPv,2016-09-03 10:55:00,18344,1196,8972
5281959998_10150891878804999,Barack Obama and Xi Jinping set their tensions aside and cemented their partnership on climate change.,Obama and Xi Formally Commit U.S. and China to Paris Climate Accord,link,http://nyti.ms/2cmWFqF,2016-09-03 10:25:00,4628,107,419
5281959998_10150891873544999,Scientists' warnings have come true. Now a high tide and a brisk wind are all it takes to send water pouring into coastal streets and homes.,"Flooding of Coast, Caused by Global Warming, Has Already Begun",link,http://nyti.ms/2bKaQEm,2016-09-03 09:56:10,3298,321,3240
5281959998_10150891855499999,Some of Hillary Clinton's closest aides were unaware of the private email server.,6 Things We Learned in the F.B.I. Clinton Email Investigation,link,http://nyti.ms/2c9D53h,2016-09-03 09:25:00,204,155,42
5281959998_10150889975759999,This book might help you complete your Big Thing — even if you're a self-doubting procrastinator. (via The New York Times Books),Read It Later: A Procrastinator’s Memoir,link,http://nyti.ms/2cbYqqj,2016-09-03 08:55:00,496,43,185
5281959998_10150890135849999,"Quick, before summer ends!",Our 20 Most Popular Recipes of Summer 2016,link,http://nyti.ms/2bMdg5Q,2016-09-03 07:55:00,170,9,38
5281959998_10150891089904999,"""The same internet that seems to know everything about us — what TV shows we watch, which bras I prefer, what our political and religious affiliations are — had no idea that our baby had died.""",The Internet Thinks I’m Still Pregnant,link,http://nyti.ms/2bQzuVP,2016-09-03 06:25:00,1202,65,189
5281959998_10150891014949999,Attention Nutella lovers.,Milk Chocolate Hazelnut Panna Cotta Recipe,link,http://nyti.ms/1T2KcK2,2016-09-03 04:25:00,1922,253,628
5281959998_10150890977279999,"In the next few months, several airlines will fly to a handful of Cuban cities and, eventually, to Havana. Here’s what you need to know if you want to go.",How to Go to Cuba Now,link,http://nyti.ms/2caiLgI,2016-09-03 02:25:00,1334,239,606
5281959998_10150890995934999,"Speedy, meatless meals from The New York Times Food.",Vegetarian Dishes You Can Cook in Less Than 30 Minutes,link,http://nyti.ms/2cjw9yk,2016-09-03 00:25:01,905,126,528
5281959998_10150890998659999,One of the best ways to find a new gig is with the help of an app.,Looking for a New Job? These Free Apps Can Help,link,http://nyti.ms/2cjykSI,2016-09-02 23:25:00,184,21,90
5281959998_10150891525074999,Donald J. Trump's day in Philadelphia included an emotional meeting with the mother of a young woman who was killed by undocumented immigrants.,Donald Trump Meets With Black Leaders Ahead of Detroit Church Visit,link,http://nyti.ms/2bJkkEF,2016-09-02 22:55:00,363,549,69
5281959998_10150891308449999,Here's what our NYT Watching experts recommend this weekend.,What You Should Watch This Labor Day Weekend,link,http://nyti.ms/2bRaxcN,2016-09-02 22:40:00,217,27,58
5281959998_10150891501919999,"There is no prospect of a full public breach between the Trump campaign and the R.N.C., but the strain is increasing.",Tensions Deepen Between Donald Trump and R.N.C.,link,http://www.nytimes.com/2016/09/03/us/politics/donald-trump-rnc-reince-priebus.html?smid=fb-nytimes&smtyp=cur,2016-09-02 21:29:00,698,222,95
5281959998_10150891296824999,"Wagner Moura’s performance in ""Narcos"" as Pablo Escobar continues to be a marvel.",‘Narcos’ Season 2 Premiere Recap: One Man’s Town,link,http://nyti.ms/2cghuDs,2016-09-02 21:10:01,822,53,76
5281959998_10150891374889999,A look back at some of the most memorable photos of the week.,"The Week in Pictures, Sept. 2, 2016",link,http://lens.blogs.nytimes.com/2016/09/02/the-week-in-pictures-sept-2-2016/?smid=fb-nytimes&smtyp=cur,2016-09-02 20:55:00,108,10,19
5281959998_10150891030504999,India’s culture minister’s advice to foreign women is being sharply criticized in a nation trying to assure female tourists that they don't need to fear sexual assault.,Safety Tip for Visitors From India’s Culture Minister: ‘Don’t Wear Skirts’,link,http://nyti.ms/2cfcBef,2016-09-02 20:25:02,389,378,307
5281959998_10150890975289999,"Start with a hike, followed by cliffside cocktails and a fresh seafood dinner.","36 Hours in the Cinque Terre, Italy",link,http://nyti.ms/2cvIDas,2016-09-02 18:25:00,8350,987,2365
5281959998_10150891329289999,A history of Donald J. Trump's flip-flopping.,"Donald Trump, Changing His Mind",video,https://www.facebook.com/nytimes/videos/10150891329289999/,2016-09-02 17:25:00,1523,296,657
5281959998_1750965868454261,"Thousands of people pack a Texas theater every summer for a rowdy evening filled with popcorn throwing, booing and cheering. http://nyti.ms/2cvX91H","Popcorn, Booing and Cheering: This Is Summer Mummers",video,https://www.facebook.com/nytimes/videos/1750965868454261/,2016-09-02 16:55:00,822,204,943
5281959998_10150891261124999,"For about $1 million, you can spy on 10 iPhones.",How Spy Tech Firms Let Governments See Everything on a Smartphone,link,http://nyti.ms/2cwsLV0,2016-09-02 16:25:00,139,16,118
5281959998_10150891087784999,Pasta is a generous co-star.,"Eggplant, Tomatoes and Just a Bit of Pasta",link,http://nyti.ms/2cjT4cH,2016-09-02 15:55:00,278,10,54
5281959998_10150891258414999,"Friday is the first anniversary of the death of Alan Kurdi, a 2-year-old Syrian refugee whose drowned body was discovered on a beach in Turkey.",Remembering Alan Kurdi: Syrian Family’s Tragedy Goes Beyond Image of Boy on Beach,link,http://nyti.ms/1UdBbL5,2016-09-02 15:25:00,1979,300,852
5281959998_10150891235684999,The 2016 hurricane season just shifted from sleepy to fierce.,Hurricane Season Is Heating Up. So Is the Planet. Coincidence?,link,http://nyti.ms/2cb7hcH,2016-09-02 14:55:00,210,37,52
5281959998_10150891249879999,"Hemp is being grown legally for the first time in 80 years in New York. Come with us to JD Farms in Eaton, New York to find out exactly what hemp is and how different it is from marijuana.",,video,https://www.facebook.com/nytimes/videos/10150891249879999/,2016-09-02 14:52:31,5120,1349,2378
5281959998_10150891120034999,A miniature donkey can change your life. Ten of them can change it a lot. http://nyti.ms/2bQFCNQ,The Miniature Donkey Therapy Meet-up,video,https://www.facebook.com/nytimes/videos/10150891120034999/,2016-09-02 14:25:00,2708,459,1313
5281959998_10150891112759999,Officials decided to spray against Zika. No one warned the beekeepers.,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees",link,http://nyti.ms/2caLban,2016-09-02 13:55:00,2288,1077,4917
5281959998_10150891185709999,"The U.S. unemployment rate in August remained at 4.9 percent, with 151,000 jobs added. We are at the office of U.S. Secretary of Labor Tom Perez, discussing what this means for the economy. Ask your questions in the comments, and Times reporter Jackie Calmes will pass them on. Patricia Cohen, a Times economics reporter, is also live in the comments to chat with you.",,video,https://www.facebook.com/nytimes/videos/10150891185709999/,2016-09-02 13:36:40,959,302,161
5281959998_10150891141179999,Airline employees presented a mother with a boy who was clutching her son's passport and luggage. But he was not her child.,"‘This Is Not My Child.’ JetBlue Flies 2 Boys to Wrong Cities, Mother Says.",link,http://nyti.ms/2c7yoHq,2016-09-02 13:25:00,592,297,235
5281959998_10150891103334999,"Health facilities in Brazil had been poised to track and treat Zika cases, but had reported none.","No Zika Cases Reported During Rio Olympics, W.H.O. Says",link,http://nyti.ms/2bIdsm0,2016-09-02 12:55:00,257,40,36
5281959998_10150891132969999,Breaking News: The FBI – Federal Bureau of Investigation released its interview of Hillary Clinton and a summary of the email inquiry.,F.B.I. Releases Hillary Clinton Email Investigation Files,link,http://nyti.ms/2cfNhVh,2016-09-02 12:25:01,494,322,156
5281959998_10150891021274999,It's the kind of behavior we see in a particular variety of politician: Men. From New York. Who love social media.,What Donald Trump and Anthony Weiner Have in Common,link,http://nyti.ms/2bPXXcj,2016-09-02 11:55:00,304,230,50
5281959998_10150890943529999,The perfect wave doesn't always come from the ocean. http://nyti.ms/2bIpQbK,Taming the Waikiki Wave,video,https://www.facebook.com/nytimes/videos/10150890943529999/,2016-09-02 11:25:00,7290,1308,8243
5281959998_10150891053674999,"Where are you from and what makes your city unique? Leif Parsons is here to illustrate our collective city in today’s era of mass urbanization. Antonio de Luca, a Times art director, will be your guide.",,video,https://www.facebook.com/nytimes/videos/10150891053674999/,2016-09-02 11:02:05,1258,1304,166
5281959998_10150891046264999,"“My culture is a very dominant culture, and it’s imposing and it’s causing problems,"" Marco Gutierrez, founder of the group Latinos for Donald J. Trump said. “If you don’t do something about it, you’re going to have taco trucks on every corner.”",‘Taco Trucks on Every Corner’: Trump Supporter’s Anti-Immigration Warning,link,http://nyti.ms/2bI9k5r,2016-09-02 10:55:45,3113,3286,4333
5281959998_10150891001194999,All are first-time presidential debate moderators.,"Presidential Debate Moderators Are Set, With Lester Holt for the First",link,http://nyti.ms/2bI4jtz,2016-09-02 10:25:00,1144,257,203
5281959998_10150890688929999,The contest between Donald J. Trump and Hillary Clinton is a topic Benjamin Netanyahu - בנימין נתניהו will not touch.,"As Trump vs. Clinton Captivates World, Netanyahu Is Unusually Silent",link,http://nyti.ms/2cipLY5,2016-09-02 09:55:00,183,110,35
5281959998_10150890847829999,"No, the internet has not killed the printed book.",Most People Still Prefer Physical Books,link,http://nyti.ms/2bYeBKa,2016-09-02 09:25:00,33367,1137,9179
5281959998_10150890857219999,"How to turn the GOP from the party of ""no"" to the party of ""let's talk."" Read on in The New York Times Opinion Section.","Moderate Republicans, Unite!",link,http://nyti.ms/2bYifDC,2016-09-02 08:55:00,395,85,73
5281959998_10150890838324999,"Like it or not, poisoning kids is a partisan issue. Read on in The New York Times Opinion Section.",Black Lead Matters,link,http://nyti.ms/2cj35qz,2016-09-02 08:25:00,295,19,115
5281959998_10150890839379999,"The U.S. added 151,000 jobs in August, a slowdown after 2 months of big gains.","151,000 Jobs Added to U.S. Economy; Unemployment Rate at 4.9%",link,http://nyti.ms/2bYe5LX,2016-09-02 07:55:01,184,46,41
5281959998_10150890814114999,"A top aide to Hillary Clinton agreed to try to obtain a diplomatic passport for an adviser to former President Bill Clinton in 2009, according to newly released emails.",Emails Raise New Questions About Clinton Foundation Ties to State Dept.,link,http://nyti.ms/2cj1otz,2016-09-02 07:25:01,266,408,144
5281959998_10150890792254999,"There is a new boom in American prisons, and it is happening in mostly white, rural and politically conservative areas.","This small Indiana county sends more people to prison than San Francisco and Durham, N.C., combined. Why?",link,http://nyti.ms/2bY2Rat,2016-09-02 06:55:00,633,140,709
5281959998_10150890744109999,"Frustrated with FDA e-cigarette regulations, Big Tobacco is writing legislation to undo it.",Tobacco Industry Works to Block Rules on E-Cigarettes,link,http://nyti.ms/2bXLcQ6,2016-09-02 06:25:00,117,42,70
5281959998_10150890740154999,"One woman said she'd overhear truck drivers talking over the radio, passing along tips about young women at particular tollbooths.","Trapped in a Tollbooth, and Targeted for Harassment",link,http://nyti.ms/2bXIp9I,2016-09-02 05:55:00,266,51,90
5281959998_10150890755939999,Daily Briefing: Here's what you need to know today.,Your Friday Briefing,link,http://nyti.ms/2ciJ2IZ,2016-09-02 05:30:00,84,6,16
5281959998_10150890762884999,Samsung Mobile said it would recall about 2.5 million new Galaxy Note 7 smartphones after reports that some had caught fire.,Samsung to Recall 2.5 Million Smartphones Over Battery Issue,link,http://nyti.ms/2ciKH1a,2016-09-02 05:22:33,528,215,546
5281959998_10150890748319999,"""If you saw Mr. Trump's speech, and you care about the country and values of tolerance and human rights and weren't disgusted, you were either fooled, or not paying attention,"" the Editorial Board writes in The New York Times Opinion Section.","Donald Trump, Deporter in Waiting",link,http://nyti.ms/2bXP83v,2016-09-02 04:53:18,4087,472,890
5281959998_10150890391559999,This little heaven may soon be lost.,Dam Project Threatens to Submerge Thousands of Years of Turkish History,link,http://nyti.ms/2cuCLOo,2016-09-02 04:25:00,235,42,125
5281959998_10150890687094999,"""My hope is maybe as ex-president, I can have a little more influence on some of my Republican friends, who I think, up until now, have been resistant to the science,” Barack Obama said on tackling climate change.","Obama Visits Midway, Highlighting Monument and Commitment to Environment",link,http://nyti.ms/2cinCvu,2016-09-02 03:26:38,3033,92,143
5281959998_10150890690494999,"""There is no reason why this should be a partisan issue,"" Barack Obama said on tackling climate change, in an exclusive interview during his visit to Midway Atoll.",The Times Interviews Obama on Climate Change,video,https://www.facebook.com/nytimes/videos/10150890690494999/,2016-09-02 03:00:43,4112,159,755
5281959998_10150890681619999,"""How is it possible that in a 'modern' world, tanning naked is accepted but keeping your clothes on at the beach is not?""",Muslim Women on Life in Europe,link,http://nyti.ms/2cinoER,2016-09-02 02:55:00,2227,352,398
5281959998_10150890351189999,"Protesters marched through Caracas, Venezuela, demanding a recall referendum this year against President Nicolás Maduro.",,video,https://www.facebook.com/nytimes/videos/10150890351189999/,2016-09-02 02:25:00,1271,72,603
